"","ISO","Language","Dialect","Genetics","Speakers","Method","Quantity","Harmony.","Vowels","Structure","Peripheral","Nonperipheral","F1Centroid","F1CentroidPosition","F1UCA","F2Centroid","F2CentroidPosition","F2UCA","combined.label","vnum","vowel","ps","f1","f2","f3","f4","id","f1.bark","f2.bark"
"133.5","kyr","Kuruaya","","Tupian>Munduruku","1","Wordlist","Uniform","No",6,"5S1",5,1,"493","0.398826979","490.331","1489.333333","0.541802389","1304.148","kyr  Wordlist",5,"o","o",440,824,"2258","",133,4.38516666666667,7.40514367816092
"133.6","kyr","Kuruaya","","Tupian>Munduruku","1","Wordlist","Uniform","No",6,"5S1",5,1,"493","0.398826979","490.331","1489.333333","0.541802389","1304.148","kyr  Wordlist",6,"_","_",388,1580,"2358","",133,3.90027257240204,11.4360451977401
"134.1","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",1,"i","",300,2100,"","",134,3.02884955752212,13.3372413793103
"134.2","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",2,"_","",350,2050,"","",134,3.53212121212121,13.1758603491272
"134.3","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",3,"e","",370,1680,"","",134,3.72738197424893,11.8438461538462
"134.4","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",4,"_","",510,1610,"","",134,5.00566801619433,11.5607843137255
"134.5","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",5,"a","",710,1060,"","",134,6.59925093632959,8.88013245033113
"134.6","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",6,"_","",440,785,"","",134,4.38516666666667,7.13697632058288
"134.7","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",7,"o","",425,825,"","",134,4.24746331236897,7.411921005386
"134.8","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",8,"_","",380,780,"","",134,3.82376068376068,7.10204379562044
"134.9","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",9,"u","",355,710,"","",134,3.58125269978402,6.59925093632959
"134.10","laj","Lango","","NigerCongo>AtlanticCongo>VoltaCongo>Kwa>LeftBank>KposoAhloBowili","1","Wordlist","Uniform","Yes",10,"9S1",9,1,"450","0.365853659","460.31","1280","0.410071942","1253.49","laj  Wordlist",10,"_","",660,1200,"",NA,134,6.2236641221374,9.65101265822785
"135.1","lav","Latvian","Standard","IndoEuropean>BaltoSlavic>Baltic>Eastern","3","Isolation","Long","No",6,"6R0",6,0,"484.1666667","0.490511551","443.964","1346.75","0.47359375","1214.6","lav Standard Isolation",1,"i","i",286,2189,"2947","3734",135,2.88391807658059,13.6148758737045
"135.2","lav","Latvian","Standard","IndoEuropean>BaltoSlavic>Baltic>Eastern","3","Isolation","Long","No",6,"6R0",6,0,"484.1666667","0.490511551","443.964","1346.75","0.47359375","1214.6","lav Standard Isolation",2,"e","e",426,1975,"2644","3469",135,4.2566974015088,12.9260991105464
"135.3","lav","Latvian","Standard","IndoEuropean>BaltoSlavic>Baltic>Eastern","3","Isolation","Long","No",6,"6R0",6,0,"484.1666667","0.490511551","443.964","1346.75","0.47359375","1214.6","lav Standard Isolation",3,"æ","æ",681,1532,"2488","3442",135,6.38314274895873,11.2320045819015
"135.4","lav","Latvian","Standard","IndoEuropean>BaltoSlavic>Baltic>Eastern","3","Isolation","Long","No",6,"6R0",6,0,"484.1666667","0.490511551","443.964","1346.75","0.47359375","1214.6","lav Standard Isolation",4,"a","_",657,1005,"2668","3452",135,6.20067252579289,8.55736930860034
"135.5","lav","Latvian","Standard","IndoEuropean>BaltoSlavic>Baltic>Eastern","3","Isolation","Long","No",6,"6R0",6,0,"484.1666667","0.490511551","443.964","1346.75","0.47359375","1214.6","lav Standard Isolation",5,"o","o",468,731,"2503","3371",135,4.63766062602965,6.7528353771832
