"","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore"
"916","luganda","lug","aa","770",TRUE,4,10,33,17,23,"gand1255","Atlantic-Congo",0.66884,32.15153,47,112,0.0144193281351981,"Atlantic-Congo","Atlantic-Congo","S Africa",25
"917","Luiseno","lui","spa","94",TRUE,0,11,34,18,23,"luis1253","Uto-Aztecan",33.3184,-116.939,64,34,0.00832576455963481,"Uto-Aztecan","Uto-Aztecan","California",24
"918","Lukundu","bdu","ph","929",TRUE,0,7,29,15,22,"orok1266","Atlantic-Congo",4.89504,9.15209,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"919","Lulubo","lul","gm","1314",TRUE,3,9,46,17,37,"olub1238","Central Sudanic",4.6242,31.9103,49,112,0.015005820452603,"Central Sudanic","Central Sudanic","S Africa",23
"920","Lumun","lmd","gm","1427",TRUE,2,16,35,27,19,"lumu1239","Narrow Talodi",10.8308,30.253,53,111,0.0136004093560606,"Narrow Talodi","Narrow Talodi","African Savannah",23
"921","Lunda","lun","ph","927",TRUE,0,10,32,17,22,"lund1266","Atlantic-Congo",-11.1793,23.8662,41,108,0.0115630826486014,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"922","LUNGCHOW","nut","upsid","502",TRUE,0,11,32,17,21,"nung1283","Tai-Kadai",20.8965,104.286,58,150,0.0148620150522533,"Tai-Kadai","Tai-Kadai","Southeast Asia",28
"923","Luo","luo","spa","153",TRUE,3,9,35,17,26,"luok1236","Nilotic",-0.93296,34.4896,47,113,0.0139981181993007,"Nilotic","Nilotic","S Africa",24
"924","Lusaamia","lsm","gm","1489",TRUE,4,10,34,18,24,"saam1283","Atlantic-Congo",0.3652,34.0335,47,113,0.0139981181993007,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"925","Lushai","lus","ra","1760",TRUE,0,6,39,20,33,"lush1249","Sino-Tibetan",22.6138,92.6247,59,144,0.0144618797727273,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",29
"926","LUSHOOTSEED","lut","upsid","449",TRUE,0,4,37,6,33,"lush1252","Salishan",48.42,-122.529,72,31,0.00651985847358197,"Salishan","Salishan","Alaska-Oregon",28
"927","Lutsootso","lto","gm","1441",TRUE,2,10,31,17,21,"tsot1241","Atlantic-Congo",0.2975,34.6961,47,113,0.0139981181993007,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"928","Luvale","lue","spa","146",TRUE,4,10,36,18,26,"luva1239","Atlantic-Congo",-13.5382,22.2924,40,107,0.0108435492610723,"Atlantic-Congo","Atlantic-Congo","S Africa",24
"929","Luwo","lwo","gm","1432",TRUE,3,10,32,19,22,"luwo1239","Nilotic",7.35089,28.1378,51,110,0.0156155664749417,"Nilotic","Nilotic","African Savannah",23
"930","Luxembourgish","ltz","uz","2200",TRUE,0,17,46,24,29,"luxe1241","Indo-European",49.6839,6.14931,73,98,0.00703573235722611,"Indo-European","Indo-European","Europe",22
"931","Luzinza","zin","gm","1640",TRUE,0,10,30,16,20,"zinz1238","Atlantic-Congo",-2.64132,32.1755,46,112,0.0130603359019037,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"932","Lwaa","nie","gm","1623",TRUE,3,31,59,39,28,"niel1243","Atlantic-Congo",9.70362,17.81346,52,104,0.0139283709180264,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"933","Ma''di'","grg","ph","932",TRUE,0,9,54,20,45,"madi1261","Nuclear Trans New Guinea",-5.63017,146.407,44,172,0.016431737020202,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","N Coast New Guinea",21
"934","Maasai","mas","spa","154",TRUE,4,18,43,29,25,"masa1300","Nilotic",-3.1419,36.4573,45,114,0.0117665009529915,"Nilotic","Nilotic","S Africa",24
"935","Maay","ymm","gm","1315",TRUE,0,10,32,17,22,"maay1238","Afro-Asiatic",3.22288,43.6182,49,118,0.0127404204506605,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23
"936","MABA","mde","upsid","456",TRUE,0,7,29,15,22,"maba1277","Maban",12.89147,20.8889,54,106,0.0114624604467754,"Maban","Maban","African Savannah",28
"937","Mabaan","mfz","gm","1316",TRUE,4,22,45,30,23,"maba1273","Nilotic",9.81455,33.5404,52,113,0.0151010292216395,"Nilotic","Nilotic","African Savannah",23
"938","Macaguán","mbn","saphon","1913",TRUE,0,6,22,12,16,"maca1259","Guahiboan",6.34582,-71.2671,50,58,0.0170847437975913,"Guahiboan","Guahiboan","NE South America",27
"939","Macedonian","mkd","ph","930",TRUE,0,6,32,13,26,"mace1250","Indo-European",41.5957,21.7932,68,106,0.0094503770468143,"Indo-European","Indo-European","Europe",21
"940","machame","jmc","gm","1283",TRUE,3,10,46,20,36,"mach1266","Atlantic-Congo",-3.29385,37.0703,45,114,0.0117665009529915,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"941","Macuna","myy","saphon","2056",TRUE,0,12,22,15,10,"macu1260","Tucanoan",-0.14459,-70.0749,47,58,0.0180299208216783,"Tucanoan","Tucanoan","NE South America",27
"942","Macushi","mbc","saphon","1877",TRUE,0,12,22,17,10,"macu1259","Cariban",4.31861,-60.2209,49,63,0.0161514896445221,"Cariban","Cariban","NE South America",27
"943","mada","mda","gm","1284",TRUE,5,13,41,22,28,"mada1282","Atlantic-Congo",9.02294,8.34119,52,99,0.0155803042078477,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"944","Mada","mxu","ph","931",TRUE,5,13,40,20,27,"mada1293","Afro-Asiatic",10.8806,14.1142,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",21
"945","Madi","snm","gm","1292",TRUE,3,9,59,20,50,"sout2828","Central Sudanic",2.8735,31.25,48,111,0.0156356601981352,"Central Sudanic","Central Sudanic","S Africa",23
"946","Madurese","mad","gm","1691",TRUE,0,8,35,16,27,"nucl1460","Austronesian",-7,113,43,154,0.0182971446639472,"Austronesian","Austronesian","Southeast Asia",23
"947","Magahi","mag","ea","2454",TRUE,0,14,50,21,36,"maga1260","Indo-European",25.0915,85.3335,60,140,0.0115186960415695,"Indo-European","Indo-European","Indic",26
"948","Mah Meri","mhe","uz","2201",TRUE,0,28,58,39,30,"besi1244","Austroasiatic",2.717,101.676,48,148,0.0184726298329448,"Austroasiatic","Austroasiatic","Southeast Asia",22
"949","Mahas-Fiyadikka","fia","spa","152",TRUE,2,10,45,24,35,"nobi1240","Nubian",22.8142,31.8376,59,112,0.00467401322183372,"Nubian","Nubian","N Africa",24
"950","Maidu","nmu","spa","82",TRUE,0,6,24,11,18,"nort2952","Maiduan",40.4102,-120.645,68,32,0.00576875053263403,"Maiduan","Maiduan","Basin and Plains",24
"951","Máíhɨki","ore","saphon","2057",TRUE,0,6,20,8,14,"orej1242","Tucanoan",-2.86315,-72.4926,46,57,0.0184324251146076,"Tucanoan","Tucanoan","NE South America",27
"952","Maithili","mai","ea","2302",TRUE,0,25,51,29,26,"mait1250","Indo-European",26.3817,86.2211,61,140,0.0132493651773504,"Indo-European","Indo-European","Indic",26
"953","Maka","mca","saphon","1982",TRUE,0,10,32,15,22,"maca1260","Matacoan",-25.0119,-57.3694,34,65,0.0138442504421134,"Matacoan","Matacoan","SE South America",27
"954","Makassar","mak","gm","1677",TRUE,0,5,23,13,18,"maka1311","Austronesian",-5.65551,119.838,44,158,0.018621902948718,"Austronesian","Austronesian","Oceania",23
"955","Makuráp","mpu","saphon","2095",TRUE,0,10,20,16,10,"maku1278","Tupian",-11.8701,-64.3201,41,61,0.0156293154079254,"Tupian","Tupian","NE South America",27
"956","Mal","mlf","ph","986",TRUE,2,23,41,30,18,"mall1246","Austroasiatic",19.273,101.204,57,148,0.0148562840951826,"Austroasiatic","Austroasiatic","Southeast Asia",21
"957","Malagasy","plt","spa","31",TRUE,0,5,36,11,31,"plat1254","Austronesian",-19.5907,47.1211,37,120,0.0132306122020202,"Austronesian","Austronesian","S Africa",24
"958","MALAKMALAK","mpb","upsid","466",TRUE,0,5,19,15,14,"mull1237","Northern Daly",-13.2973,130.615,40,164,0.015691807785742,"Northern Daly","Northern Daly","N Australia",28
"959","Malayalam","mal","ea","2559",TRUE,0,15,53,27,38,"mala1464","Dravidian",9.59208,76.7651,52,135,0.0184058671017871,"Dravidian","Dravidian","Indic",26
"960","Maltese","mlt","spa","134",TRUE,0,10,55,22,45,"malt1254","Afro-Asiatic",35.8884,14.4508,66,103,0.0116241162299922,"Afro-Asiatic","Afro-Asiatic","Europe",24
"961","Malto","mjt","ea","2339",TRUE,0,10,34,19,24,"saur1249","Dravidian",24.8124,87.6432,60,141,0.0133251709555167,"Dravidian","Dravidian","Indic",26
"962","Mamaindé","wmd","saphon","1996",TRUE,0,20,34,25,14,"mama1278","Nambiquaran",-12.986439,-60.101072,40,63,0.0143314641008159,"Nambiquaran","Nambiquaran","NE South America",27
"963","Mambay; Mambai","mcs","ph","1054",TRUE,4,24,54,34,30,"mamb1294","Atlantic-Congo",9.6121,14.0013,52,102,0.0133330583438228,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"964","mambila","mzk","aa","774",TRUE,2,16,43,24,27,"nige1255","Atlantic-Congo",6.69736,11.3161,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"965","Mambila","mcu","gm","1583",TRUE,4,11,35,18,24,"came1252","Atlantic-Congo",6.43829,11.41953,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"966","Mamenyan","bce","ph","934",TRUE,0,11,50,25,39,"bame1260","Atlantic-Congo",5.77049,10.3302,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"967","Mampruli","maw","gm","1327",TRUE,2,10,36,19,26,"mamp1244","Atlantic-Congo",10.3884,-0.74675,52,95,0.0159259896855089,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"968","Manado Malay","xmm","gm","1686",TRUE,0,6,25,14,19,"mala1481","Austronesian",1.48099,124.843,48,161,0.0187695439452214,"Austronesian","Austronesian","Oceania",23
"969","Manam","mva","ph","933",TRUE,0,5,18,10,13,"mana1295","Austronesian",-4.07921,145.033,45,171,0.0173973739607615,"Austronesian","Austronesian","N Coast New Guinea",21
"970","Manange","nmm","ph","935",TRUE,5,10,45,19,35,"mana1288","Sino-Tibetan",28.6416,84.0515,62,139,0.0106403479203574,"Sino-Tibetan","Sino-Tibetan","Indic",21
"971","Manchinere","mpd","saphon","1821",TRUE,0,5,18,10,13,"mach1268","Arawakan",-10.4804,-69.7683,42,58,0.0179082257789433,"Arawakan","Arawakan","NE South America",27
"972","MANCHU","mnc","upsid","463",TRUE,0,7,25,13,18,"manc1252","Tungusic",47.3122,126.557,71,161,0.00655395003175991,"Tungusic","Tungusic","Inner Asia",28
"973","Mandara","mfi","gm","1585",TRUE,2,5,52,14,47,"wand1278","Afro-Asiatic",11.3169,13.8996,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"974","mande","mlq","aa","776",TRUE,0,7,27,15,20,"west2500","Mande",13.5677,-12.8009,54,88,0.0123515508304196,"Mande","Mande","African Savannah",25
"975","manding ","emk","aa","777",TRUE,2,14,36,21,22,"east2426","Mande",9.33048,-10.5394,52,89,0.0163529372115385,"Mande","Mande","African Savannah",25
"976","Mandingo","mnk","ph","1126",TRUE,5,10,34,18,24,"mand1436","Mande",12.8165233333,-15.6539466667,54,87,0.0150291238704351,"Mande","Mande","African Savannah",21
"977","mangbetu","mdj","aa","778",TRUE,2,9,47,16,38,"mang1394","Central Sudanic",2.5511,27.0712,48,109,0.0177220621911422,"Central Sudanic","Central Sudanic","S Africa",25
"978","maninka-kan","mwk","aa","779",TRUE,0,14,33,21,19,"kita1249","Mande",13.1798,-9.49151,54,90,0.0110307805322455,"Mande","Mande","African Savannah",25
"979","Manipuri","mni","ph","1125",TRUE,2,6,33,13,27,"mani1292","Sino-Tibetan",24.4409,93.3426,60,144,0.0137841268422688,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21
"980","Mano","mev","gm","1518",TRUE,3,14,39,22,25,"mann1248","Mande",7.04616,-8.86405,51,90,0.0180207553030303,"Mande","Mande","African Savannah",23
"981","Manya","mzj","gm","1369",TRUE,2,7,27,13,20,"many1261","Mande",8.56186,-9.44257,51,90,0.0180207553030303,"Mande","Mande","African Savannah",23
"982","Mao-Naga","nbi","ra","1765",TRUE,0,6,26,12,20,"maon1238","Sino-Tibetan",25.3836,94.0035,60,144,0.0137841268422688,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",29
"983","Maori","mri","spa","42",TRUE,0,10,20,15,10,"maor1246","Austronesian",-38.2881,176.541,27,188,0.00828186218201243,"Austronesian","Austronesian","Oceania",24
"984","Mapoyo","mcg","saphon","1878",TRUE,0,7,19,13,12,"mapo1246","Cariban",5.96952,-67.2581,50,60,0.0179843562296037,"Cariban","Cariban","NE South America",27
"985","Mara","mec","ph","937",TRUE,0,5,24,18,19,"mara1385","Mangarrayi-Maran",-14.7927,134.865,39,166,0.0109675933455711,"Mangarrayi-Maran","Mangarrayi-Maran","N Australia",21
"986","MARANAO","mrw","upsid","471",TRUE,0,4,17,9,13,"mara1404","Austronesian",7.79414,124.175,51,160,0.0187799196697747,"Austronesian","Austronesian","Oceania",28
"987","Maranungku","zmr","spa","47",TRUE,0,5,24,16,19,"mara1386","Western Daly",-13.6754,130.12,40,163,0.0175196693997669,"Western Daly","Western Daly","N Australia",24
"988","Marathi","mar","ra","1766",TRUE,0,13,55,26,42,"mara1378","Indo-European",17.9344,76.6665,56,135,0.0134552570227273,"Indo-European","Indo-European","Indic",29
"989","Margi","mrt","spa","126",TRUE,2,6,44,15,38,"marg1265","Afro-Asiatic",10.93854,13.0521,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",24
"990","Marwari","rwr","ph","991",TRUE,0,10,46,21,36,"marw1260","Indo-European",27.002,75.0656,61,134,0.00881717863500389,"Indo-European","Indo-European","Indic",21
"991","Masalit","mls","gm","1565",TRUE,4,11,45,22,34,"nucl1440","Maban",13.2733,22.1752,54,107,0.0117933747836053,"Maban","Maban","African Savannah",23
"992","Masqan","mvz","gm","1458",TRUE,0,7,41,15,34,"mesq1240","Afro-Asiatic",8.10617,38.3386,51,115,0.0125021268723776,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23
"993","Matbat","xmt","ph","988",TRUE,0,5,20,11,15,"matb1237","Austronesian",-1.8801,130.075,46,163,0.0187217177680653,"Austronesian","Austronesian","N Coast New Guinea",21
"994","Matís","mpq","saphon","2007",TRUE,0,6,21,10,15,"mati1255","Pano-Tacanan",-4.3553,-70.2079,45,58,0.0176327397863248,"Pano-Tacanan","Pano-Tacanan","NE South America",27
"995","Matses","mcf","ph","1124",TRUE,0,6,21,10,15,"mats1244","Pano-Tacanan",-5.73914,-72.6281,44,57,0.0173550731002331,"Pano-Tacanan","Pano-Tacanan","NE South America",21
"996","Matsigenka","mcb","saphon","1822",TRUE,0,9,27,15,18,"mach1267","Arawakan",-12.1291,-72.5017,41,57,0.0111739118329448,"Arawakan","Arawakan","NE South America",27
"997","matuumbi","mgw","gm","1266",TRUE,3,5,23,12,18,"matu1259","Atlantic-Congo",-8.53734,39.0409,43,115,0.0126152811590909,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"998","Maung","mph","spa","48",TRUE,0,5,24,17,19,"maun1240","Iwaidjan Proper",-11.8393,133.185,41,165,0.0157860214772727,"Iwaidjan Proper","Iwaidjan Proper","N Australia",24
"999","Mauritian Creole","mfe","gm","1569",TRUE,0,9,30,17,21,"mori1278","Indo-European",-20.2613,57.5517,37,125,0.0160123007789433,"Indo-European","Indo-European","S Africa",23
"1000","Mavea","mkv","uz","2202",TRUE,0,6,24,15,18,"mafe1237","Austronesian",-15.4316,167.241,39,183,0.0179532961868687,"Austronesian","Austronesian","Oceania",22
"1001","Mawa","mcw","gm","1378",TRUE,3,6,33,14,27,"mawa1270","Afro-Asiatic",11.7461,18.2999,53,105,0.0130434648855866,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"1002","Maxakalí","mbl","saphon","1967",TRUE,0,10,20,14,10,"maxa1247","Nuclear-Macro-Je",-16.9402,-40.7891,38,74,0.0146965733993784,"Nuclear-Macro-Je","Nuclear-Macro-Je","SE South America",27
"1003","Mayogo","mdm","gm","1488",TRUE,3,10,46,17,36,"mayo1261","Atlantic-Congo",2.79827,27.8282,48,110,0.0167664198659674,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1004","Mazahua","maz","spa","98",TRUE,3,15,63,30,48,"cent2144","Otomanguean",19.7357,-100.018,57,42,0.0154803348135198,"Otomanguean","Otomanguean","Mesoamerica",24
"1005","Mazanderani","mzn","ph","1042",TRUE,0,7,29,12,22,"maza1291","Indo-European",36.241,52.3009,66,122,0.00537372631915307,"Indo-European","Indo-European","Greater Mesopotamia",21
"1006","Mazateco","maq","spa","99",TRUE,4,8,38,15,30,"chiq1250","Otomanguean",18.0541,-96.6659,56,44,0.0161145737160062,"Otomanguean","Otomanguean","Mesoamerica",24
"1007","MBA-NE","mfc","upsid","458",TRUE,0,7,31,12,24,"mbaa1245","Atlantic-Congo",1.06885,25.143,48,108,0.017983064481352,"Atlantic-Congo","Atlantic-Congo","S Africa",28
"1008","MBABARAM","vmb","upsid","606",TRUE,0,4,24,14,20,"mbab1239","Pama-Nyungan",-20.1389,143.438,37,170,0.00922311301204351,"Pama-Nyungan","Pama-Nyungan","N Australia",28
"1009","Mbalanhu","lnb","gm","1502",TRUE,2,6,31,16,25,"mbal1255","Atlantic-Congo",-19.593,16.617,37,104,0.00696579420707071,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"1010","Mbay","myb","gm","1474",TRUE,3,19,44,26,25,"mbay1241","Central Sudanic",8.23066,15.7328,51,103,0.014364369209596,"Central Sudanic","Central Sudanic","African Savannah",23
"1011","mbe","mfo","gm","1285",TRUE,4,7,37,16,30,"mbee1249","Atlantic-Congo",6.57067,8.82998,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1012","Mbe","mtk","gm","1599",TRUE,2,7,57,23,50,"mbee1250","Atlantic-Congo",6.25838,11.0906,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1013","mbembe","mfn","aa","781",TRUE,2,7,37,15,30,"cros1244","Atlantic-Congo",6.16926,8.23592,50,99,0.0184405448659674,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1014","Mbembe","nza","gm","1630",TRUE,5,12,116,27,104,"tigo1236","Atlantic-Congo",6.983995,10.70849,51,101,0.0153914506886169,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1015","Mbo (Ekanang)","mbo","gm","1558",TRUE,2,14,35,20,21,"mboc1235","Atlantic-Congo",5.13981,9.92766,50,100,0.0174789068939394,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1016","Mbodomo; Mbódɔ̀mɔ́","gmm","ph","939",TRUE,2,7,37,15,30,"gbay1281","Atlantic-Congo",4.800365,14.606865,49,103,0.0171683411111111,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"1017","Mbuko","mqb","gm","1408",TRUE,3,8,45,14,37,"mbuk1243","Afro-Asiatic",10.7788,14.1677,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"1018","mbukushu","mhw","gm","1270",TRUE,0,7,29,14,22,"mbuk1240","Atlantic-Congo",-17.6827,22.5026,38,107,0.0091574937987568,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"1019","MBUM","mdd","upsid","455",TRUE,0,8,38,16,30,"mbum1254","Atlantic-Congo",7.5789,14.2722,51,102,0.0144215465252525,"Atlantic-Congo","Atlantic-Congo","African Savannah",28
"1020","Mbyá","gun","saphon","2083",TRUE,0,12,26,19,14,"mbya1239","Tupian",-26.0188,-52.711,34,67,0.0140567877140637,"Tupian","Tupian","SE South America",27
"1021","Me'en","mym","gm","1472",TRUE,0,14,40,22,26,"meen1242","Surmic",6.63207,35.6255,50,114,0.0141407516427739,"Surmic","Surmic","Greater Abyssinia",23
"1022","Mebengokre","txu","saphon","1963",TRUE,0,17,33,24,16,"kaya1330","Nuclear-Macro-Je",-7.77352,-51.6737,43,68,0.0163072869232712,"Nuclear-Macro-Je","Nuclear-Macro-Je","NE South America",27
"1023","Medumba","byv","ph","940",TRUE,0,9,25,15,16,"medu1238","Atlantic-Congo",5.10901,10.6118,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"1024","Mehináku","mmh","saphon","1823",TRUE,0,10,23,16,13,"mehi1240","Arawakan",-12.5364,-53.521,41,67,0.0151192097610723,"Arawakan","Arawakan","NE South America",27
"1025","Mehri","gdq","ea","2510",TRUE,0,12,45,18,33,"mehr1241","Afro-Asiatic",21.4268,51.1512,58,122,0.00584163190714841,"Afro-Asiatic","Afro-Asiatic","Greater Mesopotamia",26
"1026","mekaa","mcp","aa","783",TRUE,4,21,55,28,34,"maka1304","Atlantic-Congo",4.15471,13.0789,49,102,0.0168875834518259,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1027","mende","men","aa","784",TRUE,4,7,34,14,27,"mend1266","Mande",7.90935,-10.9926,51,89,0.0183165141802642,"Mande","Mande","African Savannah",25
"1028","Mennonite Plautdietsch","pdt","uz","2224",TRUE,0,18,55,26,37,"plau1238","Indo-European",49.578028,-109.353868,73,38,0.00546186833780109,"Indo-European","Indo-European","Europe",22
"1029","Mere","meq","gm","1584",TRUE,3,8,44,15,36,"mere1246","Afro-Asiatic",10.7458,14.09,53,102,0.0118947903034188,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"1030","Mewati","wtm","ph","1227",TRUE,0,20,50,28,30,"mewa1250","Indo-European",27.736,76.947,61,135,0.00928841750699301,"Indo-European","Indo-European","Indic",21
"1031","Mfumte","nfu","gm","1601",TRUE,5,11,89,21,78,"mfum1238","Atlantic-Congo",6.6,10.936386,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1032","Michif","crg","ph","1072",TRUE,0,16,41,22,25,"mich1243","Mixed Language",49.1681,-99.9119,72,43,0.00583025917890443,"Mixed Language","Mixed Language","E North America",21
"1033","Michoacan Nahual","ncl","ph","957",TRUE,0,5,25,12,20,"mich1245","Uto-Aztecan",18.3412,-103.361,56,41,0.0183501806915307,"Uto-Aztecan","Uto-Aztecan","Mesoamerica",21
"1034","Min Dong Chinese","cdo","ea","2562",TRUE,0,19,35,23,16,"mind1253","Sino-Tibetan",26,119.5,60,158,0.0153600963523699,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",26
"1035","Minangkabau","min","gm","1698",TRUE,0,10,33,18,23,"mina1268","Austronesian",4.17,96.25,49,146,0.0178769787839938,"Austronesian","Austronesian","Southeast Asia",23
"1036","Mingrelian","xmf","ph","941",TRUE,0,5,35,10,30,"ming1252","Kartvelian",42.5129,41.8719,69,117,0.00726890632167832,"Kartvelian","Kartvelian","Greater Mesopotamia",21
"1037","minyanka","myk","aa","786",TRUE,2,19,50,28,31,"mama1271","Atlantic-Congo",12.4871,-5.28245,53,92,0.0135367023084693,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1038","Mirandese","mwl","ea","2278",TRUE,0,16,49,24,33,"mira1251","Indo-European",41.5375,-6.38371,68,92,0.00768042186616162,"Indo-European","Indo-European","Europe",26
"1039","Mishmi","mxj","ra","1767",TRUE,0,16,50,25,34,"miju1243","Sino-Tibetan",28.4732,97.0444,62,146,0.0112710773405206,"Sino-Tibetan","Sino-Tibetan","Indic",29
"1040","MIXE","mto","upsid","472",TRUE,0,9,23,12,14,"toto1305","Mixe-Zoque",17.2157,-96.0179,56,45,0.0160060400019425,"Mixe-Zoque","Mixe-Zoque","Mesoamerica",28
