"","LanguageName","LanguageCode","Source","InventoryID","Trump","Tones","Vowels","inventorySize","Sonorants","Consonants","Glottocode","LanguageFamilyRoot","Latitude","Longitude","Latitude.grid","Longitude.grid","specH.mean","Family","gFam","autotyp.area","TrumpScore"
"1355","Seimat","ssg","ph","1002",TRUE,0,17,28,22,11,"seim1238","Austronesian",-1.5297,145.074,46,171,0.0191470745337995,"Austronesian","Austronesian","Oceania",21
"1356","Selaru","slu","ph","1062",TRUE,0,5,19,11,14,"sela1259","Austronesian",-8.18376,130.961,43,164,0.0183834713519814,"Austronesian","Austronesian","Oceania",21
"1357","Sele","snw","gm","1330",TRUE,3,12,33,21,21,"sele1249","Atlantic-Congo",7.17462,0.42458,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1358","Selepet","spl","spa","59",TRUE,0,6,21,13,15,"sele1250","Nuclear Trans New Guinea",-6.03532,147.234,44,172,0.016431737020202,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","N Coast New Guinea",24
"1359","Semelai","sza","ph","1003",TRUE,0,18,50,35,32,"seme1247","Austroasiatic",2.82799,102.806,48,149,0.0186636443997669,"Austroasiatic","Austroasiatic","Southeast Asia",21
"1360","Seneca","see","spa","76",TRUE,0,16,27,20,11,"sene1264","Iroquoian",42.56,-77.53,69,54,0.00754492058585859,"Iroquoian","Iroquoian","E North America",24
"1361","senoufo ","seq","aa","815",TRUE,4,28,51,32,23,"sena1262","Atlantic-Congo",10.4987,-5.28216,52,92,0.0155780711740482,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1362","Senoufo-Cebaara","sef","gm","1256",TRUE,3,13,38,18,25,"ceba1235","Atlantic-Congo",9.50768,-6.15264,52,92,0.0155780711740482,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1363","Sentani","set","spa","52",TRUE,0,7,17,12,10,"nucl1632","Sentanic",-2.6013,140.512,46,169,0.0184464697552448,"Sentanic","Sentanic","N Coast New Guinea",24
"1364","Serbian","srp","ea","2499",TRUE,0,9,34,16,25,"serb1264","Indo-European",44.3238,21.9192,70,107,0.00666759293298368,"Indo-European","Indo-European","Europe",26
"1365","sereer","srr","aa","816",TRUE,0,10,43,18,33,"sere1260","Atlantic-Congo",13.8941,-16.3916,54,86,0.0164393598290598,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1366","Serrano","ser","ph","1004",TRUE,0,9,42,20,33,"serr1255","Uto-Aztecan",33.9479,-116.772,65,34,0.00742554327719503,"Uto-Aztecan","Uto-Aztecan","California",21
"1367","Sesotho","sso","ph","1017",TRUE,0,9,46,17,37,"siss1243","Austronesian",-3.01976,142.049,45,170,0.0174953291414141,"Austronesian","Austronesian","N Coast New Guinea",21
"1368","Shan","shn","ea","2367",TRUE,0,11,34,17,23,"shan1277","Tai-Kadai",21.5995,98.0342,58,146,0.0141072945345765,"Tai-Kadai","Tai-Kadai","Southeast Asia",26
"1369","Shanenawa","sha","saphon","2013",TRUE,0,4,18,9,14,"shal1242","Atlantic-Congo",9.87556,9.64988,52,100,0.0149418736264569,"Atlantic-Congo","Atlantic-Congo","African Savannah",27
"1370","Shanenawa","ywn","ph","1006",TRUE,0,4,18,9,14,"yawa1260","Pano-Tacanan",-8.87563,-71.8199,42,57,0.0159249024825175,"Pano-Tacanan","Pano-Tacanan","NE South America",21
"1371","Shanga","sho","gm","1520",TRUE,3,12,37,20,25,"shan1282","Mande",11.2752,4.41464,53,97,0.0136902730926573,"Mande","Mande","African Savannah",23
"1372","Shanjo","toi","gm","1328",TRUE,3,5,41,12,36,"tong1318","Atlantic-Congo",-17.422325,27.103495,38,109,0.00985542475330225,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"1373","SHASTA","sht","upsid","544",TRUE,0,4,21,9,17,"shas1239","Shastan",41.7587,-122.738,69,31,0.00627578891550117,"Shastan","Shastan","California",28
"1374","Shawi","cbt","saphon","1861",TRUE,0,4,18,9,14,"chay1248","Cahuapanan",-5.63764,-76.8252,44,55,0.0134748199106449,"Cahuapanan","Cahuapanan","Andean",27
"1375","Shawnee","sjw","ph","1012",TRUE,0,6,19,11,13,"shaw1249","Algic",35.354,-96.7635,65,44,0.0090554159496892,"Algic","Algic","E North America",21
"1376","Shekgalagari","xkv","gm","1449",TRUE,2,8,53,16,45,"kgal1244","Atlantic-Congo",-25.9208,22.7202,34,107,0.0063264233548951,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"1377","Sherbro","bun","gm","1321",TRUE,0,7,31,14,24,"sher1258","Atlantic-Congo",7.77585,-12.7405,51,88,0.0182176324378399,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1378","Shilha","rif","spa","123",TRUE,0,4,49,16,45,"tari1263","Afro-Asiatic",34.916974,-3.430616,65,93,0.00644721433935509,"Afro-Asiatic","Afro-Asiatic","N Africa",24
"1379","Shilluk","shk","gm","1359",TRUE,3,26,54,35,28,"shil1265","Nilotic",9.85472,31.7926,52,112,0.0151930361932789,"Nilotic","Nilotic","African Savannah",23
"1380","Shimakonde","kde","ph","1007",TRUE,5,5,28,12,23,"mako1251","Atlantic-Congo",-10.9906,39.5133,41,116,0.013976261199495,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"1381","Shina","scl","ra","1785",TRUE,0,13,48,21,35,"shin1264","Indo-European",34.6515,75.287,65,135,0.00807365300058275,"Indo-European","Indo-European","Indic",29
"1382","Shindazidja","zdj","gm","1531",TRUE,2,5,48,12,43,"ngaz1238","Atlantic-Congo",-11.6129,43.36,41,118,0.0174380789413364,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"1383","Shiwilu","jeb","saphon","1860",TRUE,0,4,21,12,17,"jebe1250","Cahuapanan",-5.40317,-76.4103,44,55,0.0134748199106449,"Cahuapanan","Cahuapanan","Andean",27
"1384","Shona","sna","ph","1008",TRUE,0,5,42,13,37,"shon1251","Atlantic-Congo",-17.20849,29.75725,38,111,0.00992814090384615,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"1385","Shupamem","bax","ph","1009",TRUE,0,10,38,19,28,"bamu1253","Atlantic-Congo",5.49017,10.8477,50,101,0.0163006410402098,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"1386","SHUSWAP","shs","upsid","543",TRUE,0,9,44,19,35,"shus1248","Salishan",50.8734,-119.667,73,32,0.00564720554390054,"Salishan","Salishan","Alaska-Oregon",28
"1387","Siar-Lak","sjr","ph","1010",TRUE,0,7,22,14,15,"siar1238","Austronesian",-4.62059,152.892,45,175,0.0189455591181041,"Austronesian","Austronesian","N Coast New Guinea",21
"1388","Sidaama; Sidamo; Sidamic","sid","ph","1080",TRUE,0,10,35,17,25,"sida1246","Afro-Asiatic",6.74176,38.3729,50,115,0.0127948201095571,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",21
"1389","SIERRA MIWOK","skd","upsid","547",TRUE,0,6,21,12,15,"sout2985","Miwok-Costanoan",38.2363,-120.507,67,32,0.00662555672610723,"Miwok-Costanoan","Miwok-Costanoan","California",28
"1390","Silt'i","stv","gm","1414",TRUE,0,10,56,24,46,"silt1240","Afro-Asiatic",7.77004,38.1449,51,115,0.0125021268723776,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",23
"1391","Sindhi","snd","ph","1148",TRUE,0,10,54,21,44,"sind1272","Indo-European",26,69,60,131,0.0164155240042735,"Indo-European","Indo-European","Indic",21
"1392","Sinhalese","sin","spa","178",TRUE,0,16,53,28,37,"sinh1246","Indo-European",8,81,51,138,0.017882098510101,"Indo-European","Indo-European","Indic",24
"1393","Siona","snn","saphon","2060",TRUE,0,12,30,16,18,"sion1247","Tucanoan",0.31733,-76.0237,47,55,0.0147417203554779,"Tucanoan","Tucanoan","NE South America",27
"1394","Sipakapense Maya","qum","ph","1156",TRUE,0,10,32,16,22,"sipa1247","Mayan",15.23054,-91.7041,55,47,0.0169066000524476,"Mayan","Mayan","Mesoamerica",21
"1395","Siraiki","skr","ph","1011",TRUE,0,35,83,50,48,"sera1259","Indo-European",29.5534,71.906,62,133,0.00804940441375291,"Indo-European","Indo-European","Inner Asia",21
"1396","Siriano","sri","saphon","2061",TRUE,0,12,23,15,11,"siri1274","Tucanoan",0.436515,-70.184,47,58,0.0180299208216783,"Tucanoan","Tucanoan","NE South America",27
"1397","Siriono","srq","spa","118",TRUE,0,10,28,17,18,"siri1273","Tupian",-15.5298,-63.9688,39,61,0.0145083481002331,"Tupian","Tupian","NE South America",24
"1398","sissala","sld","aa","817",TRUE,2,27,51,34,24,"siss1242","Atlantic-Congo",11.0916,-2.38217,53,94,0.0138160821025641,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1399","Sisumbwa","suw","gm","1639",TRUE,2,10,32,15,22,"sumb1240","Atlantic-Congo",-3.47335,31.9457,45,112,0.0124231325740093,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"1400","Siwi","siz","gm","1610",TRUE,0,12,38,21,26,"siwi1239","Afro-Asiatic",29.200415,25.519627,62,108,0.00550165833993784,"Afro-Asiatic","Afro-Asiatic","N Africa",23
"1401","Siwu","akp","gm","1320",TRUE,3,14,37,21,23,"siwu1238","Atlantic-Congo",7.23811,0.44362,51,95,0.0175536528574204,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1402","Skolt Saami","sms","ea","2566",TRUE,0,17,75,30,58,"skol1241","Uralic",68.8326,29.7204,83,111,0.0041803843475136,"Uralic","Uralic","Inner Asia",26
"1403","Skou","skv","ph","1013",TRUE,3,7,23,13,16,"nucl1634","Sko",-2.64378,140.902,46,169,0.0184464697552448,"Sko","Sko","N Coast New Guinea",21
"1404","Slovak","slk","uz","2209",TRUE,0,11,44,20,33,"slov1269","Indo-European",48.545705,18.78479,72,105,0.00756727421969697,"Indo-European","Indo-European","Europe",22
"1405","Slovene","slv","ph","1149",TRUE,0,16,37,22,21,"slov1268","Indo-European",46.2543,14.7766,71,103,0.00816717954778555,"Indo-European","Indo-European","Europe",21
"1406","So","thm","ph","1014",TRUE,0,50,72,58,22,"aheu1239","Austroasiatic",17.7655,104.229,56,150,0.0168488287801088,"Austroasiatic","Austroasiatic","Southeast Asia",21
"1407","Sochiapan Chinantec","cso","ph","1108",TRUE,7,14,39,19,25,"soch1239","Otomanguean",17.7985,-96.6079,56,44,0.0161145737160062,"Otomanguean","Otomanguean","Mesoamerica",21
"1408","SOCOTRI","sqt","upsid","555",TRUE,0,6,34,14,28,"soqo1240","Afro-Asiatic",12.4892,53.9168,53,123,0.0163906223290598,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",28
"1409","Solu Sherpa","xsr","ea","2307",TRUE,0,16,50,26,34,"sher1255","Sino-Tibetan",27.674,86.9994,61,141,0.0136147084446387,"Sino-Tibetan","Sino-Tibetan","Indic",26
"1410","Somali","som","spa","127",TRUE,2,20,52,29,32,"soma1255","Afro-Asiatic",4.778704,45.152856,49,119,0.0141365258430458,"Afro-Asiatic","Afro-Asiatic","Greater Abyssinia",24
"1411","Songhay, Koyraboro Senni","ses","gm","1274",TRUE,0,14,37,22,23,"koyr1242","Songhay",16.9634,-0.55187,56,95,0.00734664255885781,"Songhay","Songhay","African Savannah",23
"1412","songhoy","khq","gm","1257",TRUE,6,14,43,23,29,"koyr1240","Songhay",16.192,-3.73962,55,93,0.00954897644794095,"Songhay","Songhay","African Savannah",23
"1413","soninke (kaedi (MRT))","snk","gm","1273",TRUE,7,15,50,28,35,"soni1259","Mande",13.1273,-11.7178,54,89,0.0112488949770785,"Mande","Mande","African Savannah",23
"1414","Soo","teu","gm","1476",TRUE,0,10,28,18,18,"sooo1256","Kuliak",2.58367,34.7595,48,113,0.0140485622804973,"Kuliak","Kuliak","S Africa",23
"1415","Sora","srb","ea","2526",TRUE,0,8,26,16,18,"sora1254","Austroasiatic",19.1213,84.19,57,139,0.0150810996111111,"Austroasiatic","Austroasiatic","Indic",26
"1416","soso","sus","aa","822",TRUE,0,14,35,22,21,"susu1250","Mande",10.4046,-13.3628,52,88,0.0174960431662782,"Mande","Mande","African Savannah",25
"1417","Soutern Tai","sou","ea","2333",TRUE,0,13,35,20,22,"sout2746","Tai-Kadai",6.85668,99.7031,51,147,0.0186122979409479,"Tai-Kadai","Tai-Kadai","Southeast Asia",26
"1418","South Azerbaijani","azb","ea","2259",TRUE,0,9,33,14,24,"sout2697","Turkic",36.5137,48.4302,66,120,0.00508790435936286,"Turkic","Turkic","Greater Mesopotamia",26
"1419","South Efate","erk","ph","1015",TRUE,0,5,20,13,15,"sout2856","Austronesian",-17.7006,168.377,38,183,0.0171321868473193,"Austronesian","Austronesian","Oceania",21
"1420","Southeastern Pashayi","psi","uz","2227",TRUE,0,11,40,19,29,"sout2672","Indo-European",34.43099,70.30351,65,132,0.00676218653302253,"Indo-European","Indo-European","Indic",22
"1421","Southern Balochi","bcc","ea","2545",TRUE,0,7,32,14,25,"sout2642","Indo-European",26,64,60,129,0.01716824121115,"Indo-European","Indo-European","Indic",26
"1422","SOUTHERN KIWAI","kjd","upsid","411",TRUE,0,7,19,11,12,"sout2949","Kiwaian",-8.64889,143.244,43,170,0.0189312716841492,"Kiwaian","Kiwaian","N Australia",28
"1423","Southern Nuautl","nxl","ph","1061",TRUE,0,5,17,11,12,"sout2895","Austronesian",-3.23411,129.148,45,163,0.0188360046717172,"Austronesian","Austronesian","Oceania",21
"1424","Southern Pumi","pmj","ea","2585",TRUE,0,16,60,23,44,"sout2729","Sino-Tibetan",27.8408,100.622,61,148,0.0097929533541181,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",26
"1425","Southern Sama","ssb","gm","1667",TRUE,0,6,23,13,17,"sout2918","Austronesian",4.755836,119.483887,49,158,0.0190379064452214,"Austronesian","Austronesian","Oceania",23
"1426","Southern Ute; Ute; Ute-Southern Paiute","ute","ph","1084",TRUE,0,18,37,23,19,"utes1238","Uto-Aztecan",40.0965,-110.305,68,37,0.00469261730439005,"Uto-Aztecan","Uto-Aztecan","Basin and Plains",21
"1427","Spanish","spa","uz","2210",TRUE,0,19,38,26,19,"stan1288","Indo-European",40.4414,-1.11788,68,94,0.00720625018162393,"Indo-European","Indo-European","Europe",22
"1428","Spiti Tibetan","spt","ea","2369",TRUE,0,7,40,16,33,"spit1240","Sino-Tibetan",32.526,77.833,64,136,0.00879742076398601,"Sino-Tibetan","Sino-Tibetan","Indic",26
"1429","Spokan","spo","ph","1016",TRUE,0,5,43,17,38,"spok1245","Salishan",47.9087,-118.062,72,33,0.00591143347921523,"Salishan","Salishan","Basin and Plains",21
"1430","Squamish","squ","spa","68",TRUE,0,7,37,12,30,"squa1248","Salishan",49.3231,-123.014,72,30,0.0071591282503885,"Salishan","Salishan","Alaska-Oregon",24
"1431","SRE","kpm","upsid","425",TRUE,0,10,37,20,27,"koho1244","Austroasiatic",11.6444,108.057,53,152,0.018136469965035,"Austroasiatic","Austroasiatic","Southeast Asia",28
"1432","Standard Chinese; Mandarin","cmn","ph","1047",TRUE,4,21,49,28,28,"mand1415","Sino-Tibetan",40.0209,116.228,68,156,0.00668135333974359,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",21
"1433","Standard Malay","zsm","uz","2223",TRUE,0,6,30,14,24,"stan1306","Austronesian",3.08896,101.699,49,148,0.0181637069463869,"Austronesian","Austronesian","Southeast Asia",22
"1434","Standard Yiddish","ydd","ph","1049",TRUE,0,9,47,19,38,"east2295","Indo-European",51.75,19.42,74,105,0.00646963003535354,"Indo-European","Indo-European","Europe",21
"1435","Subiya","sbs","ph","1202",TRUE,0,5,51,19,46,"subi1246","Atlantic-Congo",-17.5696,24.8867,38,108,0.00960946887451437,"Atlantic-Congo","Atlantic-Congo","S Africa",21
"1436","SUENA","sue","upsid","558",TRUE,0,5,18,10,13,"suen1241","Nuclear Trans New Guinea",-7.76339,147.534,43,172,0.0174866709770785,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","S New Guinea",28
"1437","Sui","swi","ea","2605",TRUE,0,13,61,23,48,"suii1243","Tai-Kadai",24.0488,106.563,59,151,0.0147958398690754,"Tai-Kadai","Tai-Kadai","Southeast Asia",26
"1438","Sukuma","suk","gm","1568",TRUE,5,14,57,25,43,"suku1261","Atlantic-Congo",-3.16082,32.8765,45,112,0.0124231325740093,"Atlantic-Congo","Atlantic-Congo","S Africa",23
"1439","Sumi","nsm","uz","2211",TRUE,3,6,41,14,35,"sumi1235","Sino-Tibetan",25.9996,94.4235,60,145,0.0127874062121212,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",22
"1440","Sumo","ulw","ph","1019",TRUE,0,6,28,20,22,"ulwa1239","Misumalpan",12.932292,-83.581467,54,51,0.0169349510625486,"Misumalpan","Misumalpan","Mesoamerica",21
"1441","Sundanese","sun","spa","35",TRUE,0,7,26,15,19,"sund1252","Austronesian",-6.89708,107.106,43,151,0.0186173148873349,"Austronesian","Austronesian","Southeast Asia",24
"1442","Suri","suq","ph","1209",TRUE,2,7,31,15,24,"suri1267","Surmic",6.03205,35.0823,50,113,0.015100198284188,"Surmic","Surmic","Greater Abyssinia",21
"1443","Sursurunga","sgz","ph","1174",TRUE,0,6,21,13,15,"surs1246","Austronesian",-3.99078,152.768,45,175,0.0189455591181041,"Austronesian","Austronesian","N Coast New Guinea",21
"1444","Suruahá","swx","saphon","1850",TRUE,0,5,23,11,18,"suru1263","Arawan",-6.82525,-66.3146,43,60,0.0169571367637918,"Arawan","Arawan","NE South America",27
"1445","Suruí","sru","saphon","2103",TRUE,0,10,29,18,19,"suru1262","Tupian",-11.0989,-61.2818,41,63,0.015418129460373,"Tupian","Tupian","NE South America",27
"1446","Suyá","suy","saphon","1973",TRUE,0,15,28,21,13,"suya1243","Nuclear-Macro-Je",-11.5178,-53.0743,41,67,0.0151192097610723,"Nuclear-Macro-Je","Nuclear-Macro-Je","NE South America",27
"1447","Svan","sva","ea","2392",TRUE,0,16,47,22,31,"svan1243","Kartvelian",42.9134,42.5915,69,117,0.00726890632167832,"Kartvelian","Kartvelian","Greater Mesopotamia",26
"1448","Swahili","swh","spa","145",TRUE,0,5,36,15,31,"swah1253","Atlantic-Congo",-8.25605,37.624,43,115,0.0126152811590909,"Atlantic-Congo","Atlantic-Congo","S Africa",24
"1449","Swedish","swe","ph","1150",TRUE,0,17,35,22,18,"swed1254","Indo-European",59.800634,17.389526,78,104,0.00609368658255633,"Indo-European","Indo-European","Europe",21
"1450","Swiss German","gsw","uz","2185",TRUE,0,24,56,31,32,"swis1247","Indo-European",47.0516,8.46419,71,99,0.00710502391472416,"Indo-European","Indo-European","Europe",22
"1451","Syan","say","gm","1370",TRUE,3,12,54,23,42,"saya1246","Afro-Asiatic",9.69441,9.71748,52,100,0.0149418736264569,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"1452","Tacana","tna","saphon","2049",TRUE,0,4,22,9,18,"taca1256","Pano-Tacanan",-13.39249,-68.04056,40,59,0.011153885017094,"Pano-Tacanan","Pano-Tacanan","NE South America",27
"1453","Tadaksahak","dsq","gm","1372",TRUE,0,11,70,31,59,"tada1238","Songhay",16.685,2.32653,56,96,0.00732529881915307,"Songhay","Songhay","African Savannah",23
"1454","Tagalog","tgl","gm","1666",TRUE,0,5,24,12,19,"taga1270","Austronesian",14.06,121.747,54,159,0.018912183030303,"Austronesian","Austronesian","Oceania",23
"1455","Tagwana","tgw","ph","1041",TRUE,0,22,45,30,23,"tagw1240","Atlantic-Congo",8.67053,-5.17372,51,92,0.0173445690705128,"Atlantic-Congo","Atlantic-Congo","African Savannah",21
"1456","Tai Nuea","tdd","ea","2572",TRUE,0,11,29,17,18,"tain1252","Tai-Kadai",21.7837,99.722,58,147,0.013646793977467,"Tai-Kadai","Tai-Kadai","Southeast Asia",26
"1457","Tajik","tgk","ea","2266",TRUE,0,6,29,11,23,"taji1245","Indo-European",38.8213,68.5549,67,131,0.00556702966006216,"Indo-European","Indo-European","Inner Asia",26
"1458","Talasa","tbr","gm","1663",TRUE,2,14,55,30,41,"tumt1243","Kadugli-Krongo",10.6378,30.4128,52,111,0.0152365081353924,"Kadugli-Krongo","Kadugli-Krongo","African Savannah",23
"1459","TAMA","tma","upsid","581",TRUE,0,9,30,18,21,"tama1331","Tamaic",14.332,21.9951,54,107,0.0117933747836053,"Tamaic","Tamaic","African Savannah",28
"1460","tamajaq","ttq","aa","824",TRUE,0,14,37,21,23,"tawa1286","Afro-Asiatic",13.9878,4.47692,54,97,0.011606826969697,"Afro-Asiatic","Afro-Asiatic","African Savannah",25
"1461","Tamambo; Malo","mla","ph","1051",TRUE,0,5,21,11,16,"malo1243","Austronesian",-15.6835,167.16,39,183,0.0179532961868687,"Austronesian","Austronesian","Oceania",21
"1462","Tamang","taj","ea","2451",TRUE,0,18,47,25,29,"east2347","Sino-Tibetan",27.3239,87.0832,61,141,0.0136147084446387,"Sino-Tibetan","Sino-Tibetan","Indic",26
"1463","tamasheq","taq","aa","825",TRUE,0,21,43,28,22,"tama1365","Afro-Asiatic",14.2038,-2.41269,54,94,0.0116306839918415,"Afro-Asiatic","Afro-Asiatic","African Savannah",25
"1464","TAMASHEQ","thv","upsid","575",TRUE,0,12,37,19,25,"taha1241","Afro-Asiatic",22.5908,8.73169,59,100,0.00463850276767677,"Afro-Asiatic","Afro-Asiatic","African Savannah",28
"1465","Tamazight Berber","tzm","gm","1609",TRUE,0,3,39,11,36,"cent2194","Afro-Asiatic",32.7415,-2.40872,64,94,0.00510458507051282,"Afro-Asiatic","Afro-Asiatic","N Africa",23
"1466","Tamil","tam","ph","1058",TRUE,0,12,33,22,21,"tami1289","Dravidian",10.520219,78.825989,52,136,0.0185667429292929,"Dravidian","Dravidian","Indic",21
"1467","TAMPULMA","tpm","upsid","586",TRUE,0,9,33,18,24,"tamp1252","Atlantic-Congo",9.75577,-1.35467,52,94,0.0158166494858197,"Atlantic-Congo","Atlantic-Congo","African Savannah",28
"1468","Tanacross","tcb","ph","1168",TRUE,5,14,54,20,40,"tana1290","Athapaskan-Eyak-Tlingit",63.4046,-143.338,80,20,0.00332147605122378,"Athapaskan-Eyak-Tlingit","Athapaskan-Eyak-Tlingit","Alaska-Oregon",21
"1469","Tangale","tan","gm","1567",TRUE,2,18,60,27,42,"nucl1696","Afro-Asiatic",9.75444,11.3228,52,101,0.0141151733298368,"Afro-Asiatic","Afro-Asiatic","African Savannah",23
"1470","Tangkul Naga","nmf","ra","1789",TRUE,0,13,40,21,27,"tang1336","Sino-Tibetan",25.0489,94.3567,60,145,0.0127874062121212,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",29
"1471","Tangsa","nst","ra","1790",TRUE,0,6,29,11,23,"tase1235","Sino-Tibetan",27.2572,96.3855,61,146,0.0133136857622378,"Sino-Tibetan","Sino-Tibetan","Southeast Asia",29
"1472","Tanimuca-Retuarã","tnc","saphon","2062",TRUE,0,10,21,13,11,"tani1257","Tucanoan",-0.59023,-70.3853,47,58,0.0180299208216783,"Tucanoan","Tucanoan","NE South America",27
"1473","TAORIPI","tqo","upsid","589",TRUE,0,6,14,8,8,"toar1246","Eleman",-8.07231,146.206,43,172,0.0174866709770785,"Eleman","Eleman","S New Guinea",28
"1474","Tapiete","tpi","ph","1038",TRUE,0,12,27,14,15,"tokp1240","Indo-European",-9.41971,147.303,42,172,0.0186935378593629,"Indo-European","Indo-European","S New Guinea",21
"1475","Tapieté","tpj","saphon","2104",TRUE,0,12,27,14,15,"tapi1253","Tupian",-21.4169,-62.684,36,62,0.0123294733624709,"Tupian","Tupian","SE South America",27
"1476","Tapirapé","taf","saphon","2105",TRUE,0,10,23,16,13,"tapi1254","Tupian",-10.5373,-50.5438,42,68,0.015883400259324,"Tupian","Tupian","NE South America",27
"1477","Tarascan","tsz","spa","87",TRUE,0,6,32,13,26,"pure1242","Tarascan",19.2467,-101.631,57,42,0.0154803348135198,"Tarascan","Tarascan","Mesoamerica",24
"1478","Tariana","tae","saphon","1831",TRUE,0,15,38,26,23,"tari1256","Arawakan",0.440205,-68.9042,47,59,0.0184068211247086,"Arawakan","Arawakan","NE South America",27
"1479","tarok ","yer","aa","826",TRUE,3,7,37,15,30,"taro1263","Atlantic-Congo",8.98356,10.0288,52,100,0.0149418736264569,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1480","Tashlhiyt Berber","shi","uz","2229",TRUE,0,3,74,14,71,"tach1250","Afro-Asiatic",29.7854,-7.77879,62,91,0.00590453776398601,"Afro-Asiatic","Afro-Asiatic","N Africa",22
"1481","Tatana''; Tatanaq; Tatana'","txx","ph","1066",TRUE,0,4,21,12,17,"tata1257","Austronesian",5.49808,115.553,50,156,0.018413293978244,"Austronesian","Austronesian","Southeast Asia",21
"1482","Tatar","tat","ea","2609",TRUE,0,9,43,15,34,"tata1255","Turkic",55,50,75,121,0.00528329320551671,"Turkic","Turkic","Inner Asia",26
"1483","Tatuyo","tav","ph","1040",TRUE,0,6,17,9,11,"tatu1247","Tucanoan",0.55582,-70.5327,47,58,0.0180299208216783,"Tucanoan","Tucanoan","NE South America",21
"1484","Tausug (Suluk)","tsg","uz","2212",TRUE,0,3,23,11,20,"taus1251","Austronesian",5.12236,118.88,50,157,0.0186642353787879,"Austronesian","Austronesian","Oceania",22
"1485","Tay Daeng","tyr","ea","2471",TRUE,0,15,35,22,20,"taid1249","Tai-Kadai",20.4559,104.625,58,150,0.0148620150522533,"Tai-Kadai","Tai-Kadai","Southeast Asia",26
"1486","Tay Yo","tyj","ea","2582",TRUE,0,13,34,20,21,"taid1248","Tai-Kadai",19.1801,104.938,57,150,0.0159642177107615,"Tai-Kadai","Tai-Kadai","Southeast Asia",26
"1487","Taz Selkup","sel","ea","2485",TRUE,0,24,41,33,17,"selk1253","Uralic",59.9409,82.3004,78,138,0.00479117462160062,"Uralic","Uralic","Inner Asia",26
"1488","teda","tuq","aa","828",TRUE,0,11,35,19,24,"teda1241","Saharan",18.0426,14.7717,56,103,0.00620554514335664,"Saharan","Saharan","African Savannah",25
"1489","Tee","tkq","gm","1386",TRUE,3,12,38,22,26,"teee1242","Atlantic-Congo",4.73213,7.37553,49,99,0.0185134842851593,"Atlantic-Congo","Atlantic-Congo","African Savannah",23
"1490","téén ","lor","aa","827",TRUE,0,10,38,21,28,"teen1242","Atlantic-Congo",9.84556,-3.71183,52,93,0.0156327858488733,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1491","Tehuelche","teh","saphon","1908",TRUE,0,6,31,12,25,"tehu1242","Chonan",-47.5796,-68.3235,22,59,0.00475338189413364,"Chonan","Chonan","SE South America",27
"1492","TEKE","kkw","upsid","415",TRUE,0,7,28,15,21,"teke1280","Atlantic-Congo",-2.27122,14.4407,46,103,0.0162600917657343,"Atlantic-Congo","Atlantic-Congo","S Africa",28
"1493","Telefol","tlf","spa","55",TRUE,2,8,27,14,19,"tele1256","Nuclear Trans New Guinea",-5.07444,141.731,44,169,0.0187430518337218,"Nuclear Trans New Guinea","Nuclear Trans New Guinea","Interior New Guinea",24
"1494","Telugu","tel","spa","8",TRUE,0,21,68,35,47,"telu1262","Dravidian",16.4529,78.7024,56,136,0.0124097338879176,"Dravidian","Dravidian","Indic",24
"1495","tem","kdh","aa","829",TRUE,2,9,36,18,27,"temm1241","Atlantic-Congo",8.967,1.136,52,96,0.0158915132358197,"Atlantic-Congo","Atlantic-Congo","African Savannah",25
"1496","Tembé","tqb","saphon","2106",TRUE,0,7,21,13,14,"temb1276","Tupian",-2.6123,-48.2359,46,70,0.0181109312296037,"Tupian","Tupian","NE South America",27
"1497","TEMEIN","teq","upsid","570",TRUE,0,7,25,15,18,"nucl1339","Temeinic",11.8275,29.3898,53,110,0.0135326661845377,"Temeinic","Temeinic","African Savannah",28
